,Production,Activity ($millions),GWP (tons CO2e),Employee Compensation ($millions),Taxes ($millions),Surplus ($millions),Total VA,NOX emissions (tons),SO2 emissions (tons),PM2.5 emissions (tons),VOC emissions (tons),NH3 emissions (tons),Deaths,Total PM2.5 WhiteNoLat mortalities,Total PM2.5 Latino mortalities,Total PM2.5 Black mortalities,Total PM2.5 Asian mortalities,Total PM2.5 Native mortalities,Total PM2.5 Other mortalities,Total PM2.5 TwoXPov mortalities,Total PM2.5 Poverty mortalities,PrimaryPM2_5 TotalPop mortalities,pSO4 TotalPop mortalities,SOA TotalPop mortalities,pNO3 TotalPop mortalities,pNH4 TotalPop mortalities,TotalPop direct mortalities,WhiteNoLat direct mortalities,Latino direct mortalities,Black direct mortalities,Asian direct mortalities,Native direct mortalities,Other direct mortalities,TwoXPov direct mortalities,Poverty direct mortalities,Race_EJ,Income_EJ
Glass Product Manufacturing Made of Purchased Glass,6210,1000,945763.5652,602.609903,41.60184669,343.901719,988.1134687,4518.042524,2587.325063,490.5830249,743.9713188,53.83695966,29.88592791,19.18113204,3.740409241,4.996269496,1.190655218,0.152305093,0.625156815,19.04955203,4.536018047,9.202287181,12.23785533,0.723233591,7.526717909,0.195629386,3.444302476,2.17278068,0.460135584,0.567926673,0.152036892,0.017807875,0.073614772,2.204241123,0.519702897,-0.000128935,0.000573142
Cement manufacturing,7294,1000,11552657.74,430.4052997,51.65376444,503.1400721,985.1991362,31396.12965,24948.67565,2568.040447,1680.48976,125.0593853,215.6856687,143.3005102,27.12234928,30.32692922,9.480167793,0.945237491,4.510474695,142.7252414,29.94324448,45.32540755,121.8524541,1.273587681,46.3091757,0.91490886,186.5623709,124.4015763,23.79221062,25.26471612,8.329277976,0.840297877,3.934292033,123.861443,25.66257586,-0.007805155,-0.004760022
Ready-mix concrete manufacturing,20748,1000,2735346.725,575.3858793,44.59120107,372.0955028,992.0725832,8296.313226,6161.675768,1492.795599,753.1007305,72.30871612,65.54659795,41.36434061,9.62397611,9.734758093,3.151946495,0.280597825,1.390978813,42.43903809,9.621586296,26.90836317,27.73734371,0.675129813,9.919479017,0.305551188,7.298544889,3.739495361,1.890564588,0.903852936,0.558147003,0.031169337,0.175315664,4.470127497,1.190601298,0.000711117,0.000193007
"Concrete pipe, brick and block manufacturing",5848,1000,1919154.528,567.0550816,38.05119398,385.4850331,990.5913087,5881.181753,5906.02009,700.5961651,641.425823,53.125654,58.14106628,38.06101061,7.480835604,8.505301747,2.721488223,0.197719069,1.174711022,38.40129828,8.172274567,13.84821521,35.31607994,0.597670142,8.117549212,0.260918341,20.68508594,13.85847095,2.542049491,2.781306185,1.062728857,0.042362608,0.398167847,13.96591291,2.762220128,-0.001302862,-0.001021283
Other concrete product manufacturing,8638,1000,1246696.951,615.7144863,35.30944465,332.8541317,983.8780627,3337.747611,2994.382675,420.2090353,465.4558157,48.07407219,25.78904331,16.36679186,3.652600302,3.977690114,1.156741942,0.10398418,0.531234911,16.67365441,3.814626327,8.301689521,12.66519637,0.463321195,4.185078705,0.17364314,2.372028474,1.174120718,0.667073481,0.316282747,0.151005116,0.011139532,0.05240688,1.425600952,0.413476239,0.000149717,0.000153
Lime and gypsum product manufacturing,4829,1000,5316174.184,488.912961,45.16996746,454.0728641,988.1557926,10643.60058,7636.902721,1729.243164,1227.675985,205.6882654,77.93251193,51.17217439,9.378507028,12.42464842,3.127853947,0.296295668,1.533032475,50.43924398,11.50172689,24.1287965,38.96813583,1.056488369,13.34469368,0.433126926,45.2938221,30.37493327,5.293145414,6.76822942,1.814714679,0.165621329,0.877177983,29.58806017,6.547306494,-0.001965187,0.000378061
Abrasive product manufacturing,3341,1000,734667.2347,526.2486778,32.92201292,432.9556704,992.1263611,1757.741837,2628.230747,316.1735363,463.8219929,61.49459588,20.83057183,12.97012271,2.970644607,3.591238131,0.836910722,0.069613177,0.392042482,13.31698084,3.166987951,4.974353528,13.62264887,0.429953905,1.629349303,0.174163891,8.276472696,4.951718777,1.451369803,1.364101352,0.342551399,0.023273282,0.143458082,5.291985688,1.260730602,0.000473511,0.000391687
Cut stone and stone product manufacturing,2319,1000,623602.4232,685.0166665,37.84255162,268.4681215,991.3273397,2333.251514,1985.956466,693.0954151,455.068306,47.67637068,20.77142716,13.0398019,2.795462656,3.575334374,0.849603171,0.087869399,0.42335566,13.19678543,3.192476176,10.18578051,7.998553621,0.430661627,2.015185948,0.141169401,3.795602398,2.395611985,0.533954048,0.624994452,0.141621919,0.019877073,0.079542921,2.405231751,0.576735545,0.00032185,0.000509275
Ground or treated minerals and earths manufacturing,1959,1000,1405484.726,436.5715277,33.57476665,522.7869419,992.9332362,6971.166311,10661.29746,2078.925163,1054.200445,801.7307629,90.19118114,56.71824939,12.49456081,15.14655365,3.534586563,0.418529129,1.878701591,57.3121915,13.73484187,35.66744102,40.30432061,0.80637495,8.092279819,5.318216601,67.71523227,42.59521061,9.552937538,11.23527284,2.578370412,0.33078245,1.422658417,42.9436733,10.31415312,0.001258628,0.001921125
Mineral wool manufacturing,4819,1000,1381632.489,526.2945738,42.08132072,423.6803012,992.0561958,4378.324922,4012.8473,1496.017534,1498.234578,620.011253,53.17345784,33.59063023,7.135798493,9.026475497,2.102644724,0.214966109,1.102942782,33.82824243,8.131895816,26.16338572,16.98067753,1.114447573,4.943413097,3.970712341,31.77279087,19.9534846,4.488350216,5.28522182,1.234339235,0.134706861,0.676688138,20.09753646,4.907469966,0.000528078,0.001189873
Miscellaneous nonmetallic mineral products,1874,1000,2224700.066,544.8980235,41.63198489,404.6443951,991.1744035,6555.471265,5254.82448,936.9886158,907.5441759,74.1270128,49.86316609,32.21470488,6.567918478,7.696119603,2.140343153,0.210334612,1.033745363,32.3907397,7.264841645,16.34771827,24.20287541,0.766562406,8.232822205,0.312702106,7.745913022,4.862687045,1.10341279,1.282268979,0.296364911,0.036262959,0.164916339,4.893687167,1.193990255,-0.000514259,-2.88E-05
Iron and steel mills,57464,1000,3657542.594,569.0879551,56.49592976,282.2998176,907.8837024,5473.548634,5237.754121,849.0029274,1106.900157,90.53010298,52.86277854,34.01669579,5.822503847,9.977328016,1.882348432,0.157315615,1.006586843,33.69073589,8.202262395,18.14283519,25.93126443,1.059017775,6.929498659,0.799240338,23.41794054,15.48296222,1.85452386,4.920288154,0.680163028,0.052550586,0.427452697,14.82271097,3.764235326,-0.000353329,0.001416701
"Iron, steel pipe and tube manufacturing from purchased steel",8474,1000,2030276.191,590.3652909,45.50670858,313.0805391,948.9525386,3419.424438,3182.995775,515.8072712,792.288489,64.23039404,31.72003123,20.34602841,3.589093854,5.917582269,1.157564886,0.098638447,0.611123367,20.20624146,4.916857647,11.00386838,15.37246144,0.787947097,4.101687289,0.453777214,2.860396932,1.74033082,0.488104152,0.449820291,0.112600157,0.011492863,0.058048647,1.813201064,0.438315061,-0.000119555,0.000844068
Secondary smelting and alloying of aluminum,116,1000,3491564.415,470.5918244,60.8488725,308.6958372,840.136534,6117.228427,20825.80789,1387.761459,1105.20861,145.5292759,134.4485962,81.45603228,21.7278227,23.11500702,4.965599776,0.607059753,2.577074664,84.45601315,20.83155197,21.23303616,104.436862,1.078927567,6.871043886,0.825804655,0.227589438,0.149174194,0.03121557,0.035592581,0.005905666,0.001316378,0.00438505,0.139742285,0.036253142,0.006243299,0.00415642
Alumina refining and primary aluminum production,9014,1000,3341604.816,471.651443,60.13738688,306.3349999,838.1238298,5894.861007,19727.52969,1323.365206,1102.972216,140.0348842,127.6163705,77.34406734,20.58362376,21.9522204,4.714583997,0.575276607,2.446598403,80.17093378,19.77242607,20.27455871,98.86720934,1.078452608,6.600635365,0.792865628,89.3023455,52.24320193,16.44858026,15.2281631,3.239471424,0.444856179,1.698072608,55.29991832,14.16689013,0.005887426,0.003940635
Aluminum product manufacturing from purchased aluminum,18173,1000,1561346.893,535.1895956,48.48864733,321.9238682,905.6021111,3225.286105,6820.514016,608.339554,1484.143863,74.27396325,48.78408225,29.9850214,7.276939503,8.561135749,1.812505662,0.206139571,0.942340366,30.72082084,7.562320115,9.756971016,33.62866297,1.509185885,3.514319294,0.374435884,3.557149636,2.215571379,0.399509775,0.75002502,0.109152345,0.013371298,0.06951982,2.173437582,0.595813596,0.001659803,0.001477973
Primary smelting and refining of copper,2780,1000,1258060.829,445.2774819,65.84107562,442.8554847,953.9740422,3552.34772,14093.17397,799.0111003,580.3248562,82.81287468,87.80883251,60.62763248,9.031552792,12.98741775,3.145340763,0.290895289,1.725993436,56.48268179,13.05428332,15.72441087,68.08213943,0.56618074,2.910343816,0.524958884,57.61114899,42.03334449,4.496261266,8.099563147,1.692272203,0.182052583,1.107655298,37.22679383,8.416148067,-0.006406579,0.000814158
Primary smelting and refining of nonferrous metal (except copper and aluminum),4034,1000,2336453.534,565.5921333,56.94170962,309.1114755,931.6453184,4159.706318,21536.96966,794.3523496,716.0407426,328.8521203,128.3228113,90.66819462,11.55157943,19.00033284,4.205417002,0.412244499,2.485042925,82.85730267,18.85432221,13.88724433,106.3111336,0.724486989,3.870725414,3.527665394,92.37583815,67.48323104,7.066486981,13.01042584,2.76108491,0.2837609,1.770848479,59.89391031,13.3993017,-0.012280711,0.000532034
"Copper rolling, drawing, extruding and alloying",8950,1000,905674.0818,538.1700959,52.93513607,303.0052052,894.1104372,2698.541715,6455.927655,525.1298789,713.3181661,109.5328425,47.17626865,29.95179432,6.611158584,7.374902649,2.167310513,0.142719987,0.928382601,30.00510796,7.289191152,15.28275771,28.20907261,0.726414336,2.462003208,0.495624505,16.80688948,9.322045315,3.450538836,2.579517279,1.085364308,0.038677134,0.330746605,10.47795059,2.765065394,0.000257244,0.001226378
"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying",5635,1000,1065993.923,576.0587401,45.83536156,306.6388477,928.5329494,2656.24693,5435.79174,492.4528281,643.8164803,129.7545222,38.33170206,25.10819607,4.573950198,6.33660405,1.429903396,0.135258366,0.747789979,24.35028368,5.866856156,10.01393202,23.91684908,0.674139144,2.877173974,0.849370139,10.35257742,6.490025582,1.442779161,1.805927978,0.37381789,0.04136848,0.198658332,6.37566238,1.675518675,-0.000880176,0.00088639
Ferrous metal foundaries,14435,1000,1056243.134,640.9083054,36.13982603,248.2411025,925.289234,2513.358599,3937.29361,1059.826335,1239.330325,55.00319571,49.98121305,30.48919047,5.642917858,11.03580659,1.726307859,0.159589701,0.927400578,30.68347317,8.427391722,26.58192175,18.65561802,1.267671794,3.095584321,0.379345786,31.24543991,18.24297626,3.557650005,7.775736321,1.01146238,0.096496993,0.561117946,18.6024015,5.63625958,0.002027465,0.003434538
Nonferrous foundries,11170,1000,1176569.319,672.6402641,40.93195823,229.7609081,943.3331304,2576.607616,5476.092472,570.1262361,595.3822791,65.13577441,39.84429759,24.88074486,5.880976531,6.467452718,1.686014398,0.150192655,0.778916422,25.36223709,6.057968254,12.4892861,23.70086112,0.593022074,2.728143712,0.332761947,10.22381752,6.364615636,1.717888654,1.3428217,0.560501652,0.032478243,0.205511639,6.578648084,1.520911459,0.000804451,0.00080517
Custom roll forming,4089,1000,1508278.124,611.2495417,49.9598253,299.7062595,960.9156265,2760.75018,2912.911266,385.8326377,772.8380116,54.11361297,26.4781137,16.70600854,3.311916822,4.854097109,1.006741852,0.087615778,0.511733599,16.82755888,4.102944467,7.919780343,14.22585565,0.814183949,3.183775964,0.334355697,0.65964474,0.354930458,0.150610538,0.090893653,0.047357676,0.001649677,0.014202739,0.416499193,0.103812945,0.000292164,0.000721375
"All other forging, stamping , and sintering",7489,1000,1492998.945,672.5134163,46.79659305,250.9618928,970.2719021,2852.415247,3167.20184,383.2289039,617.696182,57.82965786,27.94113715,17.5974467,3.572122291,4.994046935,1.140933332,0.090799879,0.545788011,17.81955765,4.292399815,7.927138944,15.54701198,0.620727735,3.468215341,0.377877334,2.269862951,1.185131225,0.550173108,0.298585135,0.180682503,0.00560012,0.04969086,1.440317249,0.354454963,0.000352958,0.000646487
"Crown, closure and metal stamping manufacturing",9859,1000,1032181.904,683.0651553,44.71462271,250.1178858,977.8976638,2072.635978,2422.172209,285.7796977,713.1972923,61.22204716,20.92562462,13.34794305,2.571469121,3.71238267,0.817521433,0.06850895,0.407799395,13.33906771,3.215077563,5.79372555,11.65261221,0.781152953,2.416941495,0.281104659,0.850348026,0.45876414,0.193078942,0.117712076,0.060376756,0.002132215,0.018283897,0.536505133,0.133961171,2.60E-05,0.000488292
"Cutlery, utensils, pots, and pans manufacturing",3217,1000,701222.1322,466.1633315,27.02392624,486.4759219,979.6631797,1487.955051,2104.737864,209.7126741,474.6627614,41.61645587,16.11426099,10.07847866,2.188074858,2.857053288,0.616042138,0.060968654,0.313643399,10.21822659,2.484598334,3.866648403,9.998404222,0.484470206,1.600553302,0.164140116,0.264864548,0.162784556,0.041506154,0.037261049,0.016287906,0.00074742,0.006277461,0.171305394,0.04090289,0.000302849,0.000422722
Handtool manufacturing,7073,1000,782481.957,613.9880818,35.98109056,329.7466212,979.7157936,1622.138531,1823.046907,234.3827398,475.3219135,43.21024437,15.75739589,10.00209315,1.929928537,2.855128493,0.609322446,0.053292534,0.307630733,10.03500674,2.427933433,4.710687174,8.520941719,0.498195375,1.854889463,0.172632893,0.480100427,0.284955723,0.080157436,0.07233808,0.029921938,0.001405556,0.011321695,0.306449192,0.076418251,8.89E-05,0.000388006
Plate work and fabricated structural product manufacturing,26427,1000,963766.5982,640.4495557,40.56352255,296.1967574,977.2098356,1898.549247,1809.44685,266.2702823,804.5255649,42.87241083,17.34741568,10.98728436,2.099540702,3.209109321,0.659521678,0.055959308,0.336000317,11.0283357,2.691451884,5.506296182,8.62135465,0.848768461,2.168717611,0.202208414,0.762242433,0.436544361,0.129308072,0.143459084,0.035162768,0.00265034,0.015117809,0.469532635,0.125898652,0.000131903,0.00047835
Ornamental and architectural metail products manufacturing,30748,1000,873376.629,655.6576403,43.14464683,276.2667361,975.0690233,1893.099427,2002.312117,260.9196357,608.1362847,46.13977513,17.78306601,11.22484498,2.253757655,3.214823552,0.68002068,0.062677981,0.346941159,11.2927988,2.751181949,5.184580836,9.473965948,0.657824646,2.272988008,0.193642566,0.354479004,0.209139436,0.061065155,0.059070028,0.016764855,0.001121369,0.007318161,0.22238502,0.05624079,0.000189363,0.000479042
Power boiler and heat exchanger manufacturing,3358,1000,786635.5387,649.7905993,35.36750569,290.5529129,975.7110179,1599.349503,1863.614759,221.6339239,532.1031539,37.27382525,15.81037368,10.03827206,1.943136521,2.854823845,0.614161069,0.052293022,0.30768717,10.06933739,2.436152574,4.645212261,8.702632839,0.566692132,1.728526145,0.167260617,0.265971512,0.149969238,0.049481688,0.043706119,0.016751279,0.00065675,0.005406437,0.170639357,0.041377013,8.56E-05,0.000389138
"Metal tank, heavy gauge, manufacturing",4546,1000,944539.8176,667.5267871,38.33275794,271.4510624,977.3106075,1828.700354,1833.302294,256.0480786,695.1573194,39.57514758,17.0530148,10.77857244,2.085630292,3.144960075,0.656932621,0.055144206,0.331775165,10.84864183,2.643263615,5.453481222,8.634073482,0.759013319,2.013751945,0.192628546,0.720757395,0.396489202,0.139758186,0.125471025,0.041343481,0.002210719,0.015484783,0.449876072,0.119248996,0.000161064,0.000460847
"Metal can, box, and other container manufacturing",14097,1000,1242232.979,552.4369285,47.13844429,375.9636876,975.5390604,2552.524689,3624.474565,374.6952256,6324.284514,55.05394977,35.79177829,21.98753777,5.024408831,6.526984003,1.409409786,0.130704687,0.712733211,22.55309498,5.62258633,7.143675424,17.50796016,8.064593581,2.818405054,0.256876683,8.1144332,4.690275543,1.283736567,1.570016653,0.367085876,0.026166319,0.177152242,5.004506388,1.355563159,0.001234406,0.001243743
Hardware manufacturing,9898,1000,640329.7562,594.6508994,35.95188845,350.3609299,980.9637177,1398.127113,1548.951723,197.1152593,494.7266296,41.60787614,13.46273334,8.478176829,1.724734886,2.418259298,0.533484978,0.045422742,0.262654607,8.564808173,2.078167905,4.137120962,7.054705521,0.531244266,1.599899666,0.139727709,0.570077689,0.308428547,0.123990239,0.091182514,0.033658199,0.001385763,0.011432427,0.360473007,0.091548773,0.000171066,0.000344474
Spring and wire product manufacturing,4687,1000,926052.7808,609.1507406,37.12095561,333.868497,980.1401932,1889.151907,1829.74309,252.7334821,528.819328,54.27546283,16.58632137,10.54871084,1.993328399,3.028672548,0.637591976,0.054393596,0.323624015,10.57000759,2.557263563,5.248247217,8.547757962,0.545584573,2.050020767,0.194650338,0.50271375,0.295838669,0.078848066,0.092394497,0.024030076,0.001251137,0.010351305,0.31062375,0.084024824,6.48E-05,0.000408442
Machine shops,26120,1000,525713.1809,709.5762073,35.69655773,242.3552726,987.6280377,1201.642946,1449.76924,163.272218,351.6940714,31.82702628,11.70146775,7.386992618,1.482694669,2.095851378,0.465802843,0.040626575,0.22949967,7.459921207,1.793439091,3.336330896,6.638049345,0.361944938,1.258682145,0.106436005,0.202078882,0.115383533,0.036996343,0.033083716,0.01178854,0.000526655,0.004300096,0.128988662,0.031624652,0.000123316,0.000262765
"Turned product and screw, nut, and bolt manufacturing",15936,1000,706617.0187,664.2344837,36.75393608,283.8606556,984.8490753,1447.741434,1655.567661,197.101341,369.8973892,33.7119921,14.02738416,8.915677577,1.677200193,2.569073749,0.546296308,0.04585092,0.273285412,8.947599368,2.159317474,4.190545187,7.727312289,0.381246656,1.578624014,0.149616385,0.349503076,0.191872155,0.047213768,0.083346727,0.018811417,0.000858225,0.007400785,0.214575668,0.063357389,6.26E-05,0.000333592
"Coating, engraving, heat treating and allied activities",19580,1000,1140390.334,620.066455,43.83693019,320.9048517,984.8082369,2255.186217,2333.812225,285.9665981,937.1938996,71.64722374,20.70793382,13.07566276,2.642463078,3.678477009,0.836066819,0.068169056,0.407095093,13.18447422,3.188072929,5.991874298,10.79620471,0.981959521,2.655318563,0.282492618,2.699071382,1.566447035,0.494222718,0.43234426,0.1424248,0.007581647,0.056050922,1.658457854,0.447500033,0.000213999,0.000505608
Plumbing Fixture Fitting and Trim Manufacturing,3091,1000,570353.8549,532.0041222,38.33727534,414.1642954,984.505693,1396.257024,2113.544146,205.6685918,508.9854625,43.47467459,16.14139205,10.37082067,2.030597716,2.72272478,0.644610115,0.055477983,0.317160782,10.2963238,2.463479522,4.20836917,9.737758672,0.538904775,1.506362003,0.149956222,0.238352825,0.138619414,0.041674667,0.039869841,0.012722039,0.000624442,0.004842422,0.150889942,0.038161819,-8.53E-05,0.000336109
Valve and fittings other than plumbing,16846,1000,578999.2654,608.3316897,35.51500041,332.0176399,975.8643301,1309.543653,1801.538495,211.547332,431.9212302,33.43071707,14.93551314,9.423062199,1.882083769,2.70708832,0.582300519,0.05101545,0.289962888,9.4746374,2.317001774,4.529901354,8.363134334,0.461139758,1.446896913,0.134400649,0.217456149,0.126605684,0.037705019,0.036467417,0.011702978,0.00056421,0.004410842,0.137982876,0.034661333,0.000165222,0.00042155
